Food Name,Active Time,Total Time,Yield,Ingredients,Steps,Image
seared-rib-steak-arugula,,,2,"1/2 cup plus 1 tablespoon extra-virgin olive oil/n1/4 cup chopped rosemary/n3 tablespoons balsamic vinegar/nSalt and freshly ground pepper/nOne 1-pound prime rib-eye steak, about 1 1/4 inches thick, fat trimmed/n6 ounces arugula, large stems discarded/nLemon wedges, for serving","Step 1: Preheat the oven to 400°. In a small saucepan, combine 1/2 cup of the olive oil with the chopped rosemary and bring to a simmer over moderate heat. Remove from the heat and let stand for 10 minutes. Strain the oil through a fine sieve and let cool completely; reserve 1/2 teaspoon of the rosemary. Whisk the balsamic vinegar into the oil and season with salt and pepper./nStep 2: In a medium ovenproof skillet, heat the remaining 1 tablespoon of olive oil until shimmering. Season the steak with salt and pepper and cook over high heat until well browned on the bottom, about 3 minutes. Turn the steak, transfer the skillet to the oven and roast for about 8 minutes for medium-rare meat. Transfer the steak to a carving board and let rest for 5 minutes./nStep 3: Toss the arugula with 1 tablespoon of the rosemary vinaigrette and mound the salad on 2 dinner plates. Thinly slice the steak crosswise and arrange it over the arugula. Sprinkle each serving with 1/4 teaspoon of rosemary and then drizzle with 1 teaspoon of the rosemary vinaigrette. Refrigerate the remaining vinaigrette for another use. Serve with lemon wedges./nStep 4: The vinaigrette can be refrigerated overnight. Bring to room temperature before using.",https://www.foodandwine.com/thmb/bf5_WsmZMFZON02Z4Jqiyk--Qpw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/seared-rib-steak-with-arugula-xl-r-200102-a3e321c11f6c4f0fa29658fea7b5cddc.jpg
stuffed-veal-breast-gigante-beans,1 hrs,4 hrs,6 to 8,"One 5-pound, boneless trimmed veal breast/nKosher salt/nFreshly ground black pepper/n1 1/2 tablespoons chopped rosemary, plus 2 rosemary sprigs/nTwo 1-inch-thick slices of peasant bread/n1/4 cup extra-virgin olive oil, plus more for brushing and drizzling/n2 medium onions—1 thinly sliced, 1 sliced 1/2 inch thick/n1 cup golden raisins/n1 cup dry white wine/n1 tablespoon plus 1 teaspoon chopped thyme, plus 2 thyme sprigs/nOne 2-ounce can anchovies, drained and minced/nPinch of crushed red pepper/n6 unpeeled garlic cloves/n6 plum tomatoes, halved/n1 pound gigante beans or large lima beans, soaked overnight and drained/n2 tablespoons chopped flat-leaf parsley/n1 tablespoon fresh lemon juice","Step 1: Lay the veal on a work surface, fat side down. Season the meaty side with 1 tablespoon of salt, 2 teaspoons of black pepper and the chopped rosemary. Fold the veal in half, wrap in plastic and marinate overnight in the refrigerator./nStep 2: Preheat the oven to 350°. Brush the bread with olive oil and bake for about 15 minutes, until crisp. Let the bread cool completely, then tear it into pieces and transfer to a food processor. Process the bread to coarse crumbs./nStep 3: In a large skillet, heat 2 tablespoons of the olive oil. Add the thinly sliced onion and a pinch of salt, cover and cook over moderately low heat, stirring a few times, until soft, about 8 minutes. Add the raisins, wine and 1 tablespoon of the chopped thyme and boil over moderate heat until the liquid is reduced to 2 tablespoons, about 5 minutes. Remove from the heat and stir in the anchovies, crushed red pepper and bread crumbs; season with salt./nStep 4: Preheat the oven to 300°. Lay the veal on a work surface, fat side down. Spoon the bread stuffing down the center of the meat and roll up the breast. Tie the veal at 1-inch intervals. Season with salt and black pepper./nStep 5: Heat a roasting pan over 2 burners on moderate heat. Add the remaining 2 tablespoons of olive oil and when the oil is hot, add the veal. Cook, turning, until browned all over, about 5 minutes. Add the thick onion slices, garlic cloves and thyme and rosemary sprigs to the roasting pan and turn the veal seam side down. Add 3 cups of water and bring to a simmer. Cover with foil and bake in the middle of the oven for about 2 hours and 30 minutes, until an instant-read thermometer inserted in the thickest part of the meat registers 185°./nStep 6: Meanwhile, arrange the tomatoes on a rimmed baking sheet, cut sides up. Drizzle with oil, season with salt and pepper and sprinkle with the remaining 1 teaspoon of chopped thyme. Bake on the bottom rack of the oven for 1 hour, until soft./nStep 7: Put the drained beans in a large pot and add enough water to cover by 2 inches. Bring to a boil and simmer over low heat, stirring, until tender, 1 hour. Add more water as needed to maintain the water level. About 10 minutes before the beans are done, add a large pinch of salt. Drain the beans, transfer to a bowl and drizzle with olive oil; keep covered./nStep 8: When the veal is done, transfer it to a work surface and cover loosely with foil. Strain the pan juices and aromatics through a coarse strainer set over a medium saucepan. Press on the solids to extract as much liquid as possible. Skim the fat from the juices and boil over high heat until reduced to 2 cups, 20 minutes. Season the jus with salt and pepper./nStep 9: Peel the roasted tomatoes and coarsely chop. Add the tomatoes to the beans with 1/2 cup of the veal jus. Add the parsley and lemon juice and season with salt and pepper./nStep 10: Discard the strings from the veal, slice and transfer to plates. Spoon the beans alongside and drizzle with more oil. Pass the remaining jus at the table./nStep 11: The cool climate in Austria tends to produce red wines with less ripe, opulent fruit notes than reds from warmer regions. They are excellent with lighter meats like veal. Look for a peppery Zweigelt or an earthy Blaufränkisch.",https://www.foodandwine.com/thmb/OSXatLjuufBSBUmPCFfIgmGYM-k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/200x250-201207-r-stuffed-veal-breast-with-gigante-beans-03bb4deffeef4cc1812f8af73d79a872.jpg
beef-tenderloin-pickled-onions-and-pink-peppercorns,25 mins,1 hrs 30 mins,8,"1 cup raspberry vinegar/n1/4 cup plus 2 tablespoons sugar/nKosher salt/n2 large red onions, thinly sliced/n1 3/4 pounds center-cut beef tenderloin in one piece, tied/n2 teaspoons canola oil/n2 tablespoons pink peppercorns/nOne 750-milliliter bottle light-bodied rosé/n1/4 teaspoon cornstarch dissolved in 2 teaspoons of water","Step 1: Preheat the oven to 350°. In a large bowl, stir the vinegar with 1/4 cup of the sugar and 1 tablespoon of salt until the sugar and salt are dissolved. Add the onions and let stand at room temperature, stirring occasionally, until softened, about 1 hour. Drain the onions, reserving the pickling liquid./nStep 2: Meanwhile, rub the beef with the oil and set it in a small roasting pan. Season with salt and pat with 1 tablespoon of the peppercorns. Roast on the lowest rack of the oven for about 40 minutes, until an instant-read thermometer inserted in the center registers 125° for medium-rare. Transfer the roast to a board and let rest for 30 minutes./nStep 3: In a saucepan, combine the rosé with the remaining 2 tablespoons of sugar and boil over high heat until reduced to 1/2 cup, about 20 minutes. Add 1/4 cup of the pickling liquid and bring to a simmer. Add the cornstarch slurry and the remaining peppercorns and cook until thickened, about 1 minute./nStep 4: Slice the meat, removing the strings. Transfer to plates and top with the onions. Drizzle with the sauce and serve./nStep 5: One Serving 207 cal, 9 gm fat, 3.3 gm sat fat, 7 gm carb, 0.4 gm fiber./nStep 6: Carmenère's peppery fruit is ideal here.",https://www.foodandwine.com/thmb/Q32hTBqv5kaBsyuUyu3Bw9DGG48=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/200903-r-xl-beef-tenderloin-with-pickled-onions-and-pink-peppercorns-2000-f270bda983fe4bc3a29192f9d414ad72.jpg
sweet-and-spicy-chicken,15 mins,1 hrs,4 to 6,"4 garlic cloves, smashed and peeled/n2 tablespoons snipped chives/n1 tablespoon chopped fresh ginger/n1 large stalk frozen or fresh lemongrass; tender pale inner core only, minced/n2 tablespoons toasted sesame oil/n1/2 cup Thai sweet chile sauce/n3 tablespoons sambal oelek or other Asian chile sauce/n2 pounds skinless, boneless chicken thighs, trimmed","Step 1: In a mini food processor, combine the garlic, chives, ginger, lemongrass and sesame oil and pulse until finely chopped. Add the sweet chile sauce and sambal oelek and pulse to blend./nStep 2: Spread the marinade over the chicken and let stand at room temperature for at least 30 minutes or refrigerate for up to 24 hours./nStep 3: Light a grill. Lift the chicken thighs from the marinade, letting the excess drip off. Grill over moderately high heat, turning occasionally, until browned and cooked through, about 15 minutes./nStep 4: The marinade can be refrigerated for up to 4 days./nStep 5: Variation The marinade is also delicious with pork chops or pork tenderloin./nStep 6: Steamed rice and bok choy./nStep 7: Medium-bodied, berry-rich Pinot Noir.",https://www.foodandwine.com/thmb/M1ioJrJSR4JcYwi_s0TMHM44kUo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/201303-xl-sweet-and-spicy-chicken-4a1dfb71856546f387f4b5140d2ea252.jpg
slow-cooker-rice-congee-chicken,15 mins,4 hrs 30 mins,6,"1 1/2 cups long-grain white rice/n2 quarts chicken stock or low-sodium broth/n1 quart water/n4 quarter-size slices of fresh ginger, plus 1/4 cup minced fresh ginger/n6 scallions—2 whole, 4 thinly sliced/n2 skinless, boneless chicken breast halves, cut into 1-inch pieces/n2 Chinese sausages (optional)/nSalt/nChopped roasted peanuts, soy sauce, toasted sesame oil and hot sauce, for serving","Step 1: In the slow cooker, combine the rice, stock, water, sliced ginger and whole scallions. Cover and cook on high, stirring occasionally, until the rice has broken down and is soupy, about 4 hours./nStep 2: Pick out and discard the ginger and whole scallions. Stir the chicken into the congee. Cover and cook on high, stirring a few times, until the chicken is white throughout, about 15 minutes./nStep 3: Meanwhile, in a small saucepan, cover the Chinese sausages with water and bring to a boil. Simmer over moderate heat until heated through, about 6 minutes. Drain the sausages and cut them into thin slices./nStep 4: Season the congee with salt and ladle into bowls. Pass the sliced sausages, minced ginger, sliced scallions, peanuts, soy sauce, sesame oil and hot sauce at the table./nStep 5: The congee can be refrigerated overnight. Reheat gently, whisking well to break up any lumps.",https://www.foodandwine.com/thmb/b9fIcwuXyPhQ_iwlWuwPbNyAVcM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/201307-r-xl-slow-cooker-rice-congee-with-chicken-d254589010b340c0b238d3e761a3442a.jpg
citrusy-mojito-chicken,,30 mins,4,"1 red grapefruit/n1 lime/n1/4 cup extra-virgin olive oil/n2 tablespoons chopped cilantro/n2 tablespoons chopped mint/nSalt and freshly ground pepper/n1 1/2 pounds skinless, boneless chicken thighs/n2 tablespoons chopped red onion","Step 1: Light a grill or preheat a grill pan. Using a sharp knife, peel the grapefruit and lime, removing all of the bitter pith. Cut in between the membranes and release the sections onto a work surface. Squeeze the membranes over a medium bowl to extract the juices. Stir in half each of the olive oil, cilantro and mint and season with salt and pepper. Add the chicken and toss to coat./nStep 2: Grill the chicken thighs over moderately high heat, turning them occasionally, until they are lightly charred outside and cooked through, 8 to 10 minutes./nStep 3: Meanwhile, coarsely chop the grapefruit and lime sections and transfer to a bowl. Add the red onion and the remaining olive oil, cilantro and mint. Season with salt and pepper. Serve the chicken thighs with the citrus salsa./nStep 4: The salsa can be refrigerated for up to 3 hours./nStep 5: Yellow rice./nStep 6: A citrusy Albariño, a mojito (of course) or a hefeweizen (a wheat beer often served with lemon).",https://www.foodandwine.com/thmb/Mux8cCbK48jCYKrM_z3kRMc5zAM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/201204-xl-citrusy-mojito-chicken-2000-27ec5cb8048f48dfbb45b6b3a40daf31.jpg
chicken-croquettes,30 mins,1 hrs 30 mins,16 croquettes,"2 tablespoons unsalted butter/n2 tablespoons extra-virgin olive oil/n2 cups minced roasted chicken/n1/2 cup finely chopped Serrano ham or prosciutto (2 ounces)/n1/2 teaspoon freshly grated nutmeg/nSalt and freshly ground pepper/n1/4 cup all-purpose flour, plus more for dredging/n3/4 cup plus 2 tablespoons whole milk/n2 large eggs/n1 cup fine, dry bread crumbs/nVegetable oil, for frying/nLemon wedges, for serving","Step 1: In a large skillet, melt the butter in the olive oil. Add the chicken, ham, nutmeg and a large pinch each of salt and pepper. Cook over moderate heat, stirring, for 3 minutes. Stir in 1/4 cup of the flour, then gradually whisk in 3/4 cup of the milk. Simmer for 3 minutes, stirring occasionally. Scrape the croquette mixture into a bowl; let cool. Cover and refrigerate until chilled, at least 1 hour./nStep 2: Divide the croquette mixture into 16 equal portions. Using wet hands, roll the portions into oval croquettes./nStep 3: Preheat the oven to 325°. In a shallow bowl, beat the eggs with the remaining 2 tablespoons of milk. Spread the bread crumbs and some flour in 2 more shallow bowls. Dredge each croquette first in the flour, then dip in the egg; coat the croquettes with bread crumbs and transfer to a platter./nStep 4: In a small saucepan, heat 1/2 inch of vegetable oil until shimmering. Fry 4 croquettes at a time, turning twice, until golden brown, about 3 minutes. Transfer the croquettes to a wire rack set over a baking sheet and keep warm in the oven while frying the rest. Serve immediately, with lemon wedges./nStep 5: The croquette recipe can be prepared through Step 2 and refrigerated for up to 2 days./nStep 6: The delicate chicken here suggests a rich but not too assertive Rioja white.",https://www.foodandwine.com/thmb/fofze0aZRVgutEaGl0UDNXD8RaU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/chicken-croquettes-xl-r-200210-297a7a98ffb34e99b065f56c3b91c217.jpg
brown-butter-chicken-jus-with-citrus-and-greens,45 mins,1 hrs 15 mins,4,"2 whole chicken legs, split, or 2 drumsticks and 2 thighs/nSalt and freshly ground pepper/n1 tablespoon vegetable oil/n1 small onion, coarsely chopped/n1 small carrot, coarsely chopped/n1/2 cup dry red wine/n2 tablespoons unsalted butter/n12 walnut halves/n4 mandarin oranges/n1 large pink grapefruit/n1 orange/n1 Meyer lemon (optional)/n24 paper-thin slices of peeled fresh ginger/n1 kumquat, very thinly sliced crosswise/n2 cups small or torn mixed red lettuce and radicchio leaves/n1/2 cup mixed flat-leaf parsley and cilantro leaves/nPinch of cayenne pepper","Step 1: Cut the meat from the chicken legs. Cut the meat and any skin into 1-inch pieces; reserve the bones. Season the meat with salt and pepper./nStep 2: In a medium skillet, heat the oil. Add the chicken bones and meat and cook over high heat, stirring occasionally, until richly browned, about 6 minutes. Add the onion and carrot and cook, stirring, until browned, about 4 minutes. Add the wine and boil until reduced to 2 tablespoons, about 2 minutes. Add 1 cup of water and boil until reduced by two-thirds, about 3 minutes. Add another 1 1/2 cups of water and simmer over low heat until reduced to 1 cup, about 25 minutes. Strain the stock into a small saucepan. Skim off the fat and boil the stock over high heat until reduced to 1/3 cup, about 3 minutes./nStep 3: In a small skillet, cook the butter over moderate heat until nutty brown, about 2 minutes. Pour the brown butter into the chicken jus./nStep 4: Preheat the oven to 350°. In a pie plate, toast the walnuts for about 6 minutes, until golden. Let cool, then break them in half./nStep 5: Cut the skins and bitter white pith from the mandarins, grapefruit, orange and lemon. Cut in between the membranes to release the sections into a bowl. Cut the grapefruit, orange and lemon sections in thirds./nStep 6: Arrange the citrus pieces on plates along with the walnut pieces, ginger slices and kumquat. Scatter the lettuce, radicchio and herbs around the plate. Bring the brown butter chicken jus to a simmer, whisking, and season with salt, pepper and cayenne. Drizzle the brown butter sauce over the citrus and garnishes and serve right away./nStep 7: The brown butter chicken jus can be refrigerated overnight. Reheat gently./nStep 8: The flavors in this dish are quite complex: deep and rich, but also bright and citrusy. Serve it with a crisp, steely Italian white wine, like Verdicchio, that won’t interfere with the layers of flavor.",https://www.foodandwine.com/thmb/8qh0vd1QsqssuLxOA2hMBGoll7g=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/201201-xl-brown-butter-chicken-jus-with-citrus-and-greens-2172f628deb94faf902e35effc68e409.jpg
basque-chicken-and-chorizo-saute,,1 hrs 15 mins,6,"4 ounces dry chorizo, sliced 1/4 inch thick/n2 tablespoons extra-virgin olive oil/n6 whole chicken legs, split (3 1/2 pounds)/nSalt and freshly ground pepper/n2 medium red bell peppers, cut into 1/2-inch-thick strips/n2 medium red onions, thinly sliced/n6 large garlic cloves, thinly sliced/n2 large thyme sprigs/n1 cup cherry tomatoes, halved/n3/4 cup dry sherry/n2 teaspoons sweet paprika/n3/4 teaspoon crushed red pepper/nOne 9-ounce package frozen artichoke hearts, thawed and pressed dry/n2 tablespoons shredded basil/nCrusty French bread, for serving","Step 1: Heat a very large, deep skillet. Add the chorizo and cook over moderate heat, stirring, until lightly browned and some of the fat is rendered, about 5 minutes. Using a slotted spoon, transfer the chorizo to a large plate./nStep 2: Heat the olive oil in the skillet. Season the chicken with salt and pepper and cook over moderately high heat, turning once, until well browned, 15 minutes. Add the chicken to the chorizo./nStep 3: Add the bell peppers, red onions, garlic and thyme to the skillet and cook over moderate heat until barely softened, about 5 minutes. Add the tomatoes, sherry, paprika and crushed red pepper and cook for 1 minute, scraping up any browned bits from the pan./nStep 4: Return the chicken and chorizo to the skillet. Cover and simmer over moderately low heat, turning occasionally, until the chicken is cooked through, about 25 minutes. Add the artichokes, tucking them in between the chicken pieces. Raise the heat to moderate and cook uncovered until the sauce is slightly thickened, about 10 minutes. Transfer the chicken to a deep platter. Stir the basil into the sauce and spoon over the chicken. Serve with crusty bread.",https://www.foodandwine.com/thmb/E82g_tZPVpaD2Ulgg-VBctxbVB0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/200407-r-xl-basque-chicken-and-chorizo-saute-9624ca0230314247a7734f27b44180d9.jpg
pan-roasted-chicken-with-tarragon-creme-fraiche,30 mins,1 hrs 20 mins,4,"1 teaspoon coriander seeds/n1 teaspoon yellow mustard seeds/n1 teaspoon black peppercorns/n1 teaspoon dried summer savory or dried oregano/n4 medium fingerling potatoes, halved lengthwise/n2 medium carrots, sliced diagonally 1 inch thick/n1/4 head cauliflower, cut into 1 1/2-inch florets/n1/4 pound haricots verts or thin green beans/n5 tablespoons unsalted butter/n1 tablespoon fresh lemon juice/nSalt and freshly ground pepper/n4 boneless chicken breast halves with skin/n1/4 cup chicken stock or low-sodium broth/n1/2 cup crème fraîche/n1/4 cup chopped tarragon","Step 1: In a spice grinder, combine the coriander and mustard seeds with the peppercorns and summer savory and grind to a powder./nStep 2: Set a steamer basket in a wide pot and bring 1 inch of water to a simmer. Layer the vegetables in the basket starting with the potatoes, then the carrots, cauliflower and beans. Cover and steam over moderate heat until the beans are just tender, 3 minutes; transfer to a bowl. Steam until the cauliflower is tender, 3 minutes more; add to the bowl. Steam the carrots and potatoes until tender, 10 minutes longer; add to the bowl./nStep 3: In a large skillet, melt 2 tablespoons of the butter. Add the steamed vegetables and cook over moderately high heat, tossing, until heated through and coated with butter, about 1 minute. Add the lemon juice and season with salt and pepper./nStep 4: Season the chicken breasts with salt and pepper and coat all over with the ground spices. In another large skillet, melt the remaining 3 tablespoons of butter. Add the chicken breasts skin side down and cook over moderately low heat until the skin is well browned, about 12 minutes. Turn the chicken and cook, basting a few times, until just cooked through, about 7 minutes longer. Transfer the chicken to a platter./nStep 5: Rewarm the vegetables. Add the chicken stock to the skillet and boil over high heat for 2 minutes, scraping up any browned bits. Add the crème fraîche and bring to a boil, stirring. Remove from the heat and stir in the tarragon. Season the sauce with salt and pepper. Spoon the sauce over the chicken, mound the vegetables alongside and serve./nStep 6: The recipe can be prepared one day ahead through Step 2. Refrigerate the steamed vegetables; keep the spice mixture at room temperature./nStep 7: When grown in the limestone soil of Chablis, Chardonnay becomes bright and minerally, terrific with roast chicken.",https://www.foodandwine.com/thmb/r-rP_WD_xDi_PMxo0Q_MtjGaQeI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/201110-xl-pan-roasted-chicken-with-tarragon-creme-fraiche-5105e512d1564ef68c98370ffb52c99e.jpg
quail-stuffed-fresh-figs-and-prosciutto,35 mins,45 mins,8,"24 small, ripe Mission figs/n2 ounces thinly sliced prosciutto, cut lengthwise into 16 strips/nKosher salt and freshly ground pepper/n1 teaspoon ground cardamom/n16 partially boned quail/n1/4 cup pure olive oil/n1/2 cup dry white wine/n2 tablespoons cold unsalted butter","Step 1: Preheat the oven to 475°. Wrap 16 of the figs with the 16 prosciutto strips. In a small bowl, mix 2 teaspoons of salt with 1 teaspoon of pepper and the cardamom. Season the wrapped figs and the quail cavities with some of the spice mixture. Stuff each quail with a wrapped fig. Season the quail all over with the remaining spice mixture./nStep 2: In a large skillet, heat 2 tablespoons of the olive oil. Add 6 of the quail and cook over high heat until browned all over, about 4 minutes. Transfer the quail to a shallow roasting pan. Repeat with the remaining quail in 2 batches, using 1 tablespoon of the olive oil each time./nStep 3: Roast the quail on the top rack of the oven for 5 minutes. Add the remaining 8 figs to the pan and roast for 5 minutes longer, or until the quail are just cooked through and an instant-read thermometer inserted in a breast registers 130°. Transfer the quail and figs to a platter./nStep 4: Set the roasting pan over 2 burners on moderate heat. Add the wine and simmer, scraping the pan to loosen any browned bits; add any accumulated quail juices and simmer briefly. Remove the pan from the heat and whisk the butter into the sauce, 1 tablespoon at a time. Transfer the quail to plates and drizzle with the sauce. Garnish with the roasted figs and serve./nStep 5: A red with softer tannins and a nose with a hint of spice will highlight the cardamom in the quail. Try a Cabernet Sauvignon from Napa Valley.",https://www.foodandwine.com/thmb/a-wYSBBFo4SNIt_K9WHZiseC_ac=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/quail-stuffed-with-fresh-figs-and-prosciutto-eace17f7aa7a417697fc0ab2e8d5b4af.jpg
chicken-tetrazzini,1 hrs,2 hrs,8 to 10,6 tablespoons unsalted butter (softened slightly)/n1 pound linguine (noodles broken in half)/n2 ½ tablespoons extra-virgin olive oil/n1 ½ pounds boneless chicken breast (skinless halves)/n2  garlic cloves (lightly crushed and peeled)/n2  bay leaves/nKosher salt/nPepper/n1  yellow onion (medium finely chopped)/n8 ounces button mushrooms (thinly sliced)/n8 ounces cremini mushrooms (thinly sliced)/n3 tablespoons all-purpose flour/n2 ½ cups whole milk/n⅓ cup sour cream/n1 tablespoon Dijon mustard/n8 ounces mozzarella (coarsely grated)/n4 ounces Fontina cheese (coarsely grated)/n2 ounces Parmigiano-Reggiano cheese (finely grated)/n1 cup frozen peas (thawed)/n⅔ cup panko,"Step 1: Preheat the oven to 400°. Grease a 9-by-13-inch baking dish with 1 tablespoon of the butter./nStep 2: In a large pot of salted boiling water, cook the linguine until barely al dente, about 7 minutes. Drain well, transfer to a large bowl and toss with 1/2 tablespoon of the olive oil./nStep 3: Meanwhile, arrange the chicken breasts, garlic cloves and bay leaves in a medium enameled cast-iron casserole; season with 1 tablespoon of salt and add enough water to cover the chicken by 1 inch. Cover the casserole and bring to a boil over moderately high heat, then reduce the heat to low and simmer for about 10 minutes, until the chicken is white throughout. Transfer the poached chicken to a plate and let cool slightly. Discard the garlic cloves, bay leaves and poaching liquid and wipe out the casserole. Tear the chicken into large chunks and add it and any accumulated juices to the bowl with the linguine./nStep 4: In the casserole, heat the remaining 2 tablespoons of olive oil until shimmering. Add the onion and a generous pinch each of salt and pepper and cook over moderately high heat, stirring occasionally, until softened and lightly golden brown, about 6 minutes. Add the mushrooms and another pinch each of salt and pepper and cook until browned and softened, about 5 minutes. Transfer the vegetables to the bowl with the chicken and linguine. Wipe out the casserole./nStep 5: In the casserole, melt 3 tablespoons of the butter over moderate heat. Add the flour, 1 teaspoon of salt and 1/4 teaspoon of pepper and cook, stirring constantly, until a smooth paste forms, about 1 minute. Add the milk in a slow, steady stream, whisking constantly. Bring to a boil, stirring frequently, then reduce the heat to low and simmer until the sauce is thick enough to coat the back of a spoon, about 12 minutes. Remove from the heat and whisk in the sour cream and mustard. Add the mozzarella, Fontina and Parmigiano-Reggiano and stir until melted. Scrape the cheese sauce into the bowl with the chicken, vegetables and linguine, then stir in the peas. Transfer the chicken mixture to the prepared baking dish./nStep 6: In a small microwavable bowl, melt the remaining 2 tablespoons of butter. Stir in the panko and a pinch each of salt and pepper. Sprinkle the panko over the chicken and bake for 30 to 35 minutes, until the tetrazzini is bubbling and golden brown on top. Let cool slightly before serving./nStep 7: The tetrazzini can be assembled and refrigerated overnight. Bring to room temperature before baking.",https://www.foodandwine.com/thmb/FJwackOXckkr_zQCazFDcH7e9MU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/chicken-tetrazzini-XL-RECIPE2016-de62b2d4faaf47bea9f34f007aa46db6.jpg
spicy-chicken-and-rice,,,4,"4 garlic cloves, halved/nKosher salt/n3 tablespoons extra-virgin olive oil/nOne 3 1/2 pound chicken, cut into 8 pieces/n1/4 cup plus 2 tablespoons chopped cilantro/n2 large poblano chiles/n2 ounces lean, smoky bacon, cut into 1/4-inch dice/n1 medium onion, finely chopped/n1 large jalapeño, seeded and minced/n1 1/2 cups medium-grain Spanish rice, such as Valencia or Bomba/n1/2 cup dry sherry/n1 can (14 ounces) whole peeled tomatoes, crushed, juices reserved/n2 cups chicken stock or canned low-sodium broth/nLime wedges, for serving","Step 1: In a mortar, pound the garlic to a paste with 1/2 teaspoon of salt. Stir in 1 tablespoon of the olive oil. In a large bowl, combine the chicken pieces with the garlic paste and 1/4 cup of the cilantro; toss to coat. Let stand at room temperature for 30 minutes./nStep 2: Roast the poblanos over an open flame or under the broiler until charred all over. Transfer to a bowl, cover with plastic wrap and let steam for 5 minutes. Stem, peel and seed the poblanos, then cut them crosswise into 1/2-inch-wide strips./nStep 3: Preheat the oven to 350°. Heat the remaining 2 tablespoons of olive oil in a medium enameled cast-iron casserole. Add half of the chicken pieces and cook over moderate heat until golden brown. Transfer to a plate. Repeat with the remaining half of the chicken./nStep 4: Add the bacon to the casserole and cook over moderately low heat until the fat begins to melt, about 2 minutes. Add the onion and jalapeño and cook, stirring, until softened, about 5 minutes. Add the rice and stir over moderate heat until well coated with fat, about 3 minutes. Add the sherry and boil, stirring, until absorbed, about 2 minutes. Add the tomatoes and their juices, the poblanos, stock and 1 teaspoon of salt, then bring to a boil./nStep 5: Tuck the chicken into the rice, cover and bake for 35 minutes, or until the rice is tender and the stock absorbed. Let stand, covered, for 10 minutes. Sprinkle with the remaining 2 tablespoons of cilantro; serve with lime wedges./nStep 6: The recipe can be prepared through step 2 and refrigerated separately overnight./nStep 7: A light red with bright berry notes and lively acidity will cool the heat of the chiles here.",https://www.foodandwine.com/thmb/-QiW84knnmaS6yNlDUixtFJNHoQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/spicy-chicken-and-rice-xl-r-200201-2000-9bf5607e162142909603079e29403e1a.jpg
persian-roasted-chicken-dried-cherry-saffron-rice,25 mins,2 hrs,6,"1/4 cup extra-virgin olive oil/n1 onion, finely chopped/n2 tablespoons fresh lemon juice/n1 teaspoon ground cumin/n1/2 teaspoon saffron threads, crushed/n6 pounds chicken breasts, thighs and legs, with skin, on the bone/nSalt and freshly ground pepper/nWater/n2 cups basmati rice/n1 stick plus 2 tablespoons (5 ounces) unsalted butter/n1/2 cup dried sour cherries (4 ounces)/n2 tablespoons sugar/n1/4 cup slivered almonds","Step 1: Preheat the oven to 375°. In a large bowl, combine the olive oil, onion, lemon juice, cumin and half of the saffron. Add the chicken, season with salt and pepper and turn to coat. Let the chicken stand at room temperature for 1 hour./nStep 2: Drain the chicken, scraping off the onion and saffron and transfer it to a large metal roasting pan. Add 1/2 cup of water, cover with foil and bake for 20 minutes. Uncover and bake for 25 minutes longer, or until the chicken is cooked through./nStep 3: Meanwhile, bring a large saucepan of salted water to a boil. Add the rice and cook until almost tender, about 10 minutes. Drain the rice in a colander and shake out any excess water. In a small bowl, dissolve the remaining saffron in 1 tablespoon of water. Return the rice to the saucepan and stir in the saffron water./nStep 4: In a small skillet, melt the butter with the dried sour cherries and sugar. Spoon one third of the rice into a buttered 2-quart soufflé dish. Top with half of the sour cherries and slivered almonds. Cover with half of the remaining rice and the remaining sour cherries and almonds. Top with a final layer of rice and pour any remaining butter on top. Cover the soufflé dish with foil and bake for about 20 minutes (while the chicken is baking), or until the rice is tender, light and fluffy./nStep 5: Preheat the broiler when the rice is done. Broil the chicken, skin side down, for 2 minutes. Turn the chicken and broil until the skin is browned and crisp, about 3 minutes. Transfer the chicken to a platter. Pour the pan juices into a warm gravy boat. Serve the chicken with the rice, passing the pan juices at the table./nStep 6: Highlight the piquant richness of almonds and cherries with a fruity, light French rosé.",https://www.foodandwine.com/thmb/asxYWLj4PDaP_Alf138ne5pfAig=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/persian-roasted-chicken-with-dried-cherry-saffron-rice-xl-r-200505-3b1af74914254b76b0eae5168ece48a2.jpg
